InvoiceId,ChargePeriodStart,ChargePeriodEnd,ProviderName,ServiceName,ConsumedQuantity,ConsumedUnit,PricingCurrency,PricingCurrencyListUnitPrice,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,BillingCurrency,ListCost,EffectiveCost,BillingAccountId,BillingAccountType,SubAccountType,RegionId
AWS-6224,2025-04-29,2025-04-30,AWS,Lambda,83,Hours,USD,3.09,2.8,232.46,USD,272.97,232.78,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-5037,2025-04-29,2025-04-30,Azure,VM,43,Hours,USD,1.9,1.75,75.34,USD,83.85,72.49,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2953,2025-04-29,2025-04-30,Azure,Blob Storage,41,Hours,USD,3.2,2.73,111.8,USD,136.05,115.78,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-5250,2025-04-29,2025-04-30,Azure,Functions,38,Hours,USD,1.21,1.1,41.89,USD,47.76,39.65,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1969,2025-04-29,2025-04-30,GCP,Compute Engine,94,Hours,USD,1.0,0.88,83.06,USD,95.29,69.6,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2393,2025-04-29,2025-04-30,GCP,Cloud Storage,78,Hours,USD,1.43,1.39,108.68,USD,112.81,92.85,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8382,2025-04-29,2025-04-30,GCP,Cloud Functions,26,Hours,USD,5.94,5.63,146.3,USD,158.59,132.21,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-9939,2025-04-29,2025-04-30,Snowflake,Warehouse,46,Credit,USD,4.7,4.01,184.41,USD,229.1,206.48,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-4485,2025-04-29,2025-04-30,Snowflake,Storage,36,Credit,USD,6.8,6.25,224.85,USD,253.4,197.24,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-5971,2025-04-29,2025-04-30,Databricks,Jobs,10,Credit,USD,4.84,4.55,45.46,USD,50.73,38.3,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-2972,2025-04-29,2025-04-30,Databricks,Clusters,69,Credit,USD,4.28,3.74,257.86,USD,320.53,228.03,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-3215,2025-04-29,2025-04-30,OpenAI,GPT-4 API,31,Credit,USD,1.9,1.65,51.28,USD,64.45,53.33,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-2009,2025-04-29,2025-04-30,OpenAI,Embedding API,84,Credit,USD,1.24,1.06,89.01,USD,105.58,75.01,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-3513,2025-04-30,2025-05-01,AWS,EC2,40,Hours,USD,1.4,1.24,49.6,USD,57.54,47.24,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9214,2025-04-30,2025-05-01,AWS,S3,47,Hours,USD,2.52,2.3,108.3,USD,123.58,87.89,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8802,2025-04-30,2025-05-01,AWS,Lambda,98,Hours,USD,1.14,1.06,104.28,USD,119.15,96.05,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-8271,2025-04-30,2025-05-01,Azure,VM,33,Hours,USD,4.83,4.13,136.26,USD,160.35,115.21,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3062,2025-04-30,2025-05-01,Azure,Blob Storage,30,Hours,USD,3.63,3.41,102.42,USD,115.63,90.04,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2693,2025-04-30,2025-05-01,Azure,Functions,89,Hours,USD,1.13,1.05,93.03,USD,109.06,77.69,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-2008,2025-04-30,2025-05-01,GCP,Compute Engine,14,Hours,USD,15.61,14.72,206.1,USD,229.48,201.69,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7801,2025-04-30,2025-05-01,GCP,Cloud Storage,88,Hours,USD,2.54,2.32,203.73,USD,225.09,188.03,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2991,2025-04-30,2025-05-01,GCP,Cloud Functions,54,Hours,USD,0.68,0.57,31.0,USD,37.16,34.85,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-5725,2025-04-30,2025-05-01,Snowflake,Warehouse,64,Credit,USD,3.04,2.8,179.34,USD,198.82,161.86,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9740,2025-04-30,2025-05-01,Snowflake,Storage,22,Credit,USD,10.46,10.02,220.41,USD,237.23,191.81,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-9541,2025-04-30,2025-05-01,Databricks,Jobs,25,Credit,USD,11.25,10.36,259.05,USD,295.9,220.52,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-8172,2025-04-30,2025-05-01,Databricks,Clusters,52,Credit,USD,2.56,2.46,127.94,USD,146.35,113.73,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-3468,2025-04-30,2025-05-01,OpenAI,GPT-4 API,30,Credit,USD,7.39,7.18,215.37,USD,232.96,190.0,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-7202,2025-04-30,2025-05-01,OpenAI,Embedding API,97,Credit,USD,1.43,1.39,135.14,USD,140.18,105.13,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-3527,2025-05-01,2025-05-02,AWS,EC2,29,Hours,USD,3.04,2.81,81.39,USD,95.9,76.16,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6473,2025-05-01,2025-05-02,AWS,S3,84,Hours,USD,1.28,1.25,105.23,USD,109.34,86.27,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6551,2025-05-01,2025-05-02,AWS,Lambda,16,Hours,USD,10.7,9.66,154.48,USD,187.72,138.32,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-6830,2025-05-01,2025-05-02,Azure,VM,27,Hours,USD,8.12,7.68,207.4,USD,229.93,180.45,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3436,2025-05-01,2025-05-02,Azure,Blob Storage,33,Hours,USD,4.37,4.06,133.87,USD,152.28,141.63,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9401,2025-05-01,2025-05-02,Azure,Functions,69,Hours,USD,1.13,0.98,67.58,USD,79.64,60.81,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-3275,2025-05-01,2025-05-02,GCP,Compute Engine,50,Hours,USD,4.36,4.09,204.59,USD,235.57,222.7,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5016,2025-05-01,2025-05-02,GCP,Cloud Storage,80,Hours,USD,0.31,0.26,21.01,USD,26.31,23.35,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1134,2025-05-01,2025-05-02,GCP,Cloud Functions,23,Hours,USD,9.34,8.4,193.17,USD,222.04,178.93,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-1323,2025-05-01,2025-05-02,Snowflake,Warehouse,27,Credit,USD,8.46,8.06,217.5,USD,247.05,231.46,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9953,2025-05-01,2025-05-02,Snowflake,Storage,67,Credit,USD,2.6,2.49,166.58,USD,190.84,159.14,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-8741,2025-05-01,2025-05-02,Databricks,Jobs,37,Credit,USD,7.2,6.77,250.46,USD,268.77,241.78,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-5386,2025-05-01,2025-05-02,Databricks,Clusters,35,Credit,USD,4.51,3.85,134.67,USD,160.53,129.98,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-2638,2025-05-01,2025-05-02,OpenAI,GPT-4 API,95,Credit,USD,1.97,1.76,167.58,USD,205.11,192.26,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-7909,2025-05-01,2025-05-02,OpenAI,Embedding API,38,Credit,USD,5.59,4.78,181.76,USD,229.54,207.87,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-7584,2025-05-02,2025-05-03,AWS,EC2,96,Hours,USD,2.25,2.1,201.55,USD,216.08,170.35,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6908,2025-05-02,2025-05-03,AWS,S3,52,Hours,USD,3.85,3.68,191.41,USD,209.31,189.62,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8663,2025-05-02,2025-05-03,AWS,Lambda,28,Hours,USD,4.23,3.96,110.98,USD,118.75,107.76,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-8569,2025-05-02,2025-05-03,Azure,VM,99,Hours,USD,2.44,2.17,214.64,USD,262.55,199.19,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2022,2025-05-02,2025-05-03,Azure,Blob Storage,25,Hours,USD,11.34,10.07,251.77,USD,287.76,251.34,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7945,2025-05-02,2025-05-03,Azure,Functions,87,Hours,USD,0.96,0.88,76.74,USD,83.49,72.29,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-4183,2025-05-02,2025-05-03,GCP,Compute Engine,59,Hours,USD,2.82,2.46,144.85,USD,181.37,132.63,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1128,2025-05-02,2025-05-03,GCP,Cloud Storage,93,Hours,USD,2.02,1.72,160.18,USD,197.97,186.28,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5015,2025-05-02,2025-05-03,GCP,Cloud Functions,11,Hours,USD,16.42,14.64,161.07,USD,181.77,128.44,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2790,2025-05-02,2025-05-03,Snowflake,Warehouse,67,Credit,USD,3.57,3.48,233.07,USD,248.95,180.84,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-2721,2025-05-02,2025-05-03,Snowflake,Storage,40,Credit,USD,5.12,4.56,182.51,USD,210.03,183.06,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-6971,2025-05-02,2025-05-03,Databricks,Jobs,100,Credit,USD,2.98,2.61,261.2,USD,323.75,280.63,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-3043,2025-05-02,2025-05-03,Databricks,Clusters,17,Credit,USD,4.7,4.3,73.1,USD,86.82,65.91,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-4899,2025-05-02,2025-05-03,OpenAI,GPT-4 API,31,Credit,USD,8.24,7.19,222.98,USD,262.4,233.79,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-2903,2025-05-02,2025-05-03,OpenAI,Embedding API,31,Credit,USD,7.8,7.04,218.39,USD,242.63,208.68,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-6401,2025-05-03,2025-05-04,AWS,EC2,25,Hours,USD,5.21,4.61,115.17,USD,131.18,111.75,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3930,2025-05-03,2025-05-04,AWS,S3,25,Hours,USD,4.06,3.63,90.81,USD,108.02,87.12,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-1330,2025-05-03,2025-05-04,AWS,Lambda,60,Hours,USD,2.5,2.19,131.12,USD,158.87,148.02,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-5576,2025-05-03,2025-05-04,Azure,VM,32,Hours,USD,7.41,7.01,224.22,USD,241.35,172.47,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3836,2025-05-03,2025-05-04,Azure,Blob Storage,12,Hours,USD,21.67,20.78,249.41,USD,266.33,241.83,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6900,2025-05-03,2025-05-04,Azure,Functions,70,Hours,USD,3.42,3.14,219.97,USD,252.86,214.92,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-7460,2025-05-03,2025-05-04,GCP,Compute Engine,70,Hours,USD,2.69,2.39,167.64,USD,189.28,178.66,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2821,2025-05-03,2025-05-04,GCP,Cloud Storage,88,Hours,USD,3.06,2.88,253.73,USD,296.5,271.03,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-6826,2025-05-03,2025-05-04,GCP,Cloud Functions,10,Hours,USD,22.4,19.5,194.97,USD,240.24,185.18,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-3780,2025-05-03,2025-05-04,Snowflake,Warehouse,35,Credit,USD,5.48,5.17,181.05,USD,206.23,187.14,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-3738,2025-05-03,2025-05-04,Snowflake,Storage,100,Credit,USD,2.65,2.57,257.02,USD,289.98,260.92,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-6641,2025-05-03,2025-05-04,Databricks,Jobs,53,Credit,USD,4.05,3.77,199.86,USD,224.49,159.57,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-1342,2025-05-03,2025-05-04,Databricks,Clusters,85,Credit,USD,0.69,0.6,50.92,USD,61.0,57.56,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-7179,2025-05-03,2025-05-04,OpenAI,GPT-4 API,65,Credit,USD,1.13,1.08,70.47,USD,77.87,57.9,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-4912,2025-05-03,2025-05-04,OpenAI,Embedding API,69,Credit,USD,1.46,1.29,89.05,USD,109.74,81.42,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-6717,2025-05-04,2025-05-05,AWS,EC2,42,Hours,USD,6.27,5.99,251.65,USD,281.2,204.14,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-2726,2025-05-04,2025-05-05,AWS,S3,77,Hours,USD,3.21,3.12,240.42,USD,267.23,213.68,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-1431,2025-05-04,2025-05-05,AWS,Lambda,64,Hours,USD,2.81,2.61,167.04,USD,182.77,156.42,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-9950,2025-05-04,2025-05-05,Azure,VM,59,Hours,USD,3.56,3.11,183.21,USD,212.22,164.74,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1146,2025-05-04,2025-05-05,Azure,Blob Storage,29,Hours,USD,4.67,4.15,120.26,USD,141.32,107.55,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6253,2025-05-04,2025-05-05,Azure,Functions,76,Hours,USD,0.5,0.47,35.8,USD,38.64,32.05,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-3019,2025-05-04,2025-05-05,GCP,Compute Engine,100,Hours,USD,1.62,1.44,144.1,USD,177.55,134.53,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-3396,2025-05-04,2025-05-05,GCP,Cloud Storage,13,Hours,USD,7.21,6.43,83.59,USD,102.68,95.35,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1393,2025-05-04,2025-05-05,GCP,Cloud Functions,58,Hours,USD,4.1,3.77,218.85,USD,259.1,194.51,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7905,2025-05-04,2025-05-05,Snowflake,Warehouse,96,Credit,USD,0.27,0.24,23.5,USD,27.67,22.51,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-7437,2025-05-04,2025-05-05,Snowflake,Storage,66,Credit,USD,3.43,3.19,210.26,USD,243.18,202.39,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-7871,2025-05-04,2025-05-05,Databricks,Jobs,84,Credit,USD,2.15,1.94,162.77,USD,188.76,169.53,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-6526,2025-05-04,2025-05-05,Databricks,Clusters,14,Credit,USD,4.18,3.77,52.83,USD,58.69,52.44,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-3094,2025-05-04,2025-05-05,OpenAI,GPT-4 API,27,Credit,USD,4.55,4.45,120.28,USD,134.18,125.99,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-1546,2025-05-04,2025-05-05,OpenAI,Embedding API,32,Credit,USD,7.24,6.28,200.92,USD,239.96,216.1,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-1435,2025-05-05,2025-05-06,AWS,EC2,14,Hours,USD,17.4,15.1,211.4,USD,243.88,182.84,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6271,2025-05-05,2025-05-06,AWS,S3,10,Hours,USD,27.54,24.08,240.82,USD,290.0,218.27,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6011,2025-05-05,2025-05-06,AWS,Lambda,80,Hours,USD,0.83,0.74,59.41,USD,67.32,51.68,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-4601,2025-05-05,2025-05-06,Azure,VM,46,Hours,USD,1.79,1.56,71.84,USD,83.38,59.86,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-5107,2025-05-05,2025-05-06,Azure,Blob Storage,18,Hours,USD,15.93,15.34,276.15,USD,298.98,238.98,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6789,2025-05-05,2025-05-06,Azure,Functions,47,Hours,USD,3.18,2.95,138.88,USD,154.18,140.11,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-7351,2025-05-05,2025-05-06,GCP,Compute Engine,99,Hours,USD,2.95,2.6,257.23,USD,320.1,281.6,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8069,2025-05-05,2025-05-06,GCP,Cloud Storage,52,Hours,USD,2.12,1.87,97.17,USD,112.12,87.87,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8005,2025-05-05,2025-05-06,GCP,Cloud Functions,37,Hours,USD,0.63,0.55,20.4,USD,25.11,19.49,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2830,2025-05-05,2025-05-06,Snowflake,Warehouse,80,Credit,USD,1.38,1.25,99.78,USD,119.1,87.28,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-6370,2025-05-05,2025-05-06,Snowflake,Storage,67,Credit,USD,2.28,1.98,132.64,USD,162.06,126.53,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-8162,2025-05-05,2025-05-06,Databricks,Jobs,73,Credit,USD,2.0,1.78,130.28,USD,147.83,105.2,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-7788,2025-05-05,2025-05-06,Databricks,Clusters,47,Credit,USD,2.69,2.33,109.66,USD,136.22,128.07,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-5771,2025-05-05,2025-05-06,OpenAI,GPT-4 API,64,Credit,USD,1.79,1.55,99.08,USD,114.99,83.74,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-7667,2025-05-05,2025-05-06,OpenAI,Embedding API,28,Credit,USD,3.01,2.88,80.76,USD,87.23,75.11,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-1172,2025-05-06,2025-05-07,AWS,EC2,30,Hours,USD,5.78,5.4,162.01,USD,181.51,135.91,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-5589,2025-05-06,2025-05-07,AWS,S3,18,Hours,USD,12.39,10.86,195.51,USD,244.82,182.38,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3154,2025-05-06,2025-05-07,AWS,Lambda,13,Hours,USD,8.85,8.17,106.19,USD,115.18,95.18,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-4069,2025-05-06,2025-05-07,Azure,VM,94,Hours,USD,0.66,0.57,53.33,USD,63.42,49.34,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1855,2025-05-06,2025-05-07,Azure,Blob Storage,61,Hours,USD,4.21,3.8,232.04,USD,279.56,197.02,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6334,2025-05-06,2025-05-07,Azure,Functions,65,Hours,USD,3.52,3.29,214.06,USD,231.53,215.62,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-8670,2025-05-06,2025-05-07,GCP,Compute Engine,32,Hours,USD,8.68,8.18,261.66,USD,298.42,238.4,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-3319,2025-05-06,2025-05-07,GCP,Cloud Storage,91,Hours,USD,2.42,2.28,207.76,USD,238.43,184.6,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-4730,2025-05-06,2025-05-07,GCP,Cloud Functions,86,Hours,USD,2.8,2.47,212.13,USD,253.05,180.57,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-8484,2025-05-06,2025-05-07,Snowflake,Warehouse,59,Credit,USD,2.15,1.99,117.5,USD,137.81,130.64,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-4831,2025-05-06,2025-05-07,Snowflake,Storage,23,Credit,USD,11.39,10.79,248.23,USD,285.04,233.97,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-5265,2025-05-06,2025-05-07,Databricks,Jobs,55,Credit,USD,3.49,3.14,172.84,USD,209.41,170.36,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-9855,2025-05-06,2025-05-07,Databricks,Clusters,59,Credit,USD,1.97,1.8,106.35,USD,118.91,87.46,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-2059,2025-05-06,2025-05-07,OpenAI,GPT-4 API,28,Credit,USD,5.45,5.11,142.98,USD,155.67,127.5,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-8188,2025-05-06,2025-05-07,OpenAI,Embedding API,66,Credit,USD,2.78,2.56,168.84,USD,197.89,185.84,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-5907,2025-05-07,2025-05-08,AWS,EC2,57,Hours,USD,3.51,3.18,181.41,USD,214.6,153.41,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9759,2025-05-07,2025-05-08,AWS,S3,45,Hours,USD,5.7,4.88,219.58,USD,257.8,214.27,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8073,2025-05-07,2025-05-08,AWS,Lambda,17,Hours,USD,10.75,9.71,165.14,USD,197.56,146.85,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-6654,2025-05-07,2025-05-08,Azure,VM,18,Hours,USD,3.43,3.22,57.88,USD,64.11,47.5,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4532,2025-05-07,2025-05-08,Azure,Blob Storage,84,Hours,USD,3.31,3.03,254.29,USD,304.18,238.32,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2662,2025-05-07,2025-05-08,Azure,Functions,27,Hours,USD,5.92,5.03,135.79,USD,169.74,135.73,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-5587,2025-05-07,2025-05-08,GCP,Compute Engine,39,Hours,USD,1.78,1.6,62.55,USD,69.62,62.62,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-4871,2025-05-07,2025-05-08,GCP,Cloud Storage,24,Hours,USD,2.13,1.92,46.1,USD,52.45,42.8,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8748,2025-05-07,2025-05-08,GCP,Cloud Functions,26,Hours,USD,2.54,2.24,58.17,USD,71.65,63.48,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-4406,2025-05-07,2025-05-08,Snowflake,Warehouse,81,Credit,USD,2.65,2.5,202.64,USD,219.18,155.45,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-8992,2025-05-07,2025-05-08,Snowflake,Storage,65,Credit,USD,3.56,3.19,207.39,USD,239.58,217.75,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-1121,2025-05-07,2025-05-08,Databricks,Jobs,13,Credit,USD,2.42,2.06,26.83,USD,33.97,27.5,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-2669,2025-05-07,2025-05-08,Databricks,Clusters,45,Credit,USD,6.59,6.29,283.24,USD,296.68,222.72,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-9455,2025-05-07,2025-05-08,OpenAI,GPT-4 API,51,Credit,USD,5.7,5.56,283.78,USD,301.83,216.24,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-7081,2025-05-07,2025-05-08,OpenAI,Embedding API,100,Credit,USD,2.88,2.82,281.87,USD,310.19,219.18,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-8401,2025-05-08,2025-05-09,AWS,EC2,91,Hours,USD,3.02,2.63,239.68,USD,286.56,263.7,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-5947,2025-05-08,2025-05-09,AWS,S3,67,Hours,USD,1.45,1.24,83.22,USD,99.28,78.1,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6037,2025-05-08,2025-05-09,AWS,Lambda,48,Hours,USD,1.62,1.54,74.11,USD,83.92,65.04,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-8722,2025-05-08,2025-05-09,Azure,VM,19,Hours,USD,1.2,1.11,21.0,USD,23.32,17.99,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2832,2025-05-08,2025-05-09,Azure,Blob Storage,96,Hours,USD,2.66,2.42,232.42,USD,268.4,203.07,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9269,2025-05-08,2025-05-09,Azure,Functions,68,Hours,USD,2.74,2.44,165.79,USD,192.43,159.9,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-4239,2025-05-08,2025-05-09,GCP,Compute Engine,83,Hours,USD,3.46,3.05,253.03,USD,308.3,285.25,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2531,2025-05-08,2025-05-09,GCP,Cloud Storage,46,Hours,USD,4.11,3.55,163.35,USD,194.61,145.39,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7288,2025-05-08,2025-05-09,GCP,Cloud Functions,62,Hours,USD,3.33,3.03,188.05,USD,221.36,208.64,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-1886,2025-05-08,2025-05-09,Snowflake,Warehouse,81,Credit,USD,2.27,2.03,164.31,USD,198.97,140.08,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9009,2025-05-08,2025-05-09,Snowflake,Storage,37,Credit,USD,6.38,5.54,204.92,USD,243.32,227.9,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-2210,2025-05-08,2025-05-09,Databricks,Jobs,15,Credit,USD,16.68,16.07,241.12,USD,255.85,231.46,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-6366,2025-05-08,2025-05-09,Databricks,Clusters,22,Credit,USD,7.08,6.37,140.16,USD,160.87,128.19,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-1276,2025-05-08,2025-05-09,OpenAI,GPT-4 API,90,Credit,USD,1.44,1.33,119.91,USD,135.1,115.13,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-6384,2025-05-08,2025-05-09,OpenAI,Embedding API,65,Credit,USD,4.13,3.71,241.44,USD,278.55,226.64,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-7158,2025-05-09,2025-05-10,AWS,EC2,39,Hours,USD,1.22,1.07,41.74,USD,50.11,43.53,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-4488,2025-05-09,2025-05-10,AWS,S3,90,Hours,USD,1.14,1.11,100.19,USD,112.08,84.42,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7892,2025-05-09,2025-05-10,AWS,Lambda,77,Hours,USD,3.48,3.2,246.25,USD,291.24,228.22,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-6327,2025-05-09,2025-05-10,Azure,VM,57,Hours,USD,1.21,1.14,64.76,USD,71.27,53.82,Az-Account,Billing Account,Subscription,Azure-us-east-1
